course_name,related_url,application_link,detail
"Intensive Course: Licensing Examination for Securities and Futures Intermediaries (Paper 1, Paper 7, and Paper 8) 精讀班: 證券及期貨從業員資格考試〈試卷一、試卷七及試卷八〉 *",N/A,N/A,"Provider: OnePlatform Wealth Management Limited, Hours: Yes"
Effective NLP Selling Skills Builder 高效NLP銷售技巧 *,N/A,N/A,"Provider: Agile Elite Consultancy Limited, Hours: Yes"
Regulation and Compliance of Insurance Industry in Hong Kong 香港保險業監管與法規 *,N/A,N/A,"Provider: Agile Elite Consultancy Limited, Hours: Yes"
Risk Management Program 風險管理課程 *,N/A,N/A,"Provider: HK Excellent Education Centre, Hours: nan"
Business Ethics 商業道德操守 *,N/A,N/A,"Provider: HK Excellent Education Centre, Hours: nan"
Investment Planning 理財策劃,N/A,N/A,"Provider: HK Excellent Education Centre, Hours: nan"
Wealth Management Program 財富管理課程 *,N/A,N/A,"Provider: HK Excellent Education Centre, Hours: nan"
"Investment, Stocks and Financial History 投資、股票和財務歷史 ",N/A,N/A,"Provider: Wisdom Unions Limited, Hours: Yes"
Professional Will Writing for Insurance Intermediaries 保險中介人專業遺囑撰寫課程 *,N/A,N/A,"Provider: Wisdom Unions Limited, Hours: Yes"
Trust and Succession Wealth Management in Hong Kong and the PRC 香港及中國信託與傳承財富管理 *,N/A,N/A,"Provider: Wisdom Unions Limited, Hours: Yes"
Marriage laws and Assets Management - the difference between Hong Kong and the PRC 婚姻的法則與理財規劃 - 香港與中國的差異 *,N/A,N/A,"Provider: Wisdom Unions Limited, Hours: Yes"
"The effective communication, personality analysis and sales technique for insurance intermediaries 保險中介的有效溝通，性格分析和銷售技巧課程 *",N/A,N/A,"Provider: Wisdom Unions Limited, Hours: Yes"
"MPF insurance intermediaries' ethics, laws, common violations and misconducts 強積金中介人的操守，法律及常見的違規與不當行為 *",N/A,N/A,"Provider: Wisdom Unions Limited, Hours: Yes"
家族辦公室的財富管理、傳承及運作 *,N/A,N/A,"Provider: Wisdom Unions Limited, Hours: Yes"
HONG KONG INSURANCE RELATED LAWS 香港保險相關法例 *,N/A,N/A,"Provider: I-SOLUTION CONSULTING LIMITED, Hours: Yes"
Motor Insurance (Third Party Risk) Ordinance and Motor Insurance Policy 汽車保險(第三者風險)條例與汽車保險單條款 *,N/A,N/A,"Provider: I-SOLUTION CONSULTING LIMITED, Hours: Yes"
Hong Kong Insurance Related Laws 2 香港保險相關法例（二） *,N/A,N/A,"Provider: I-SOLUTION CONSULTING LIMITED, Hours: Yes"
Hong Kong Labour Insurance Claims and Cases 香港勞工保險索償與案例 *,N/A,N/A,"Provider: I-SOLUTION CONSULTING LIMITED, Hours: Yes"
Building a High Performance Team Series 建立高績效團隊系列 *,N/A,N/A,"Provider: BUPA (Asia) Ltd, Hours: Yes"
Culture-in-Action Series *,N/A,N/A,"Provider: BUPA (Asia) Ltd, Hours: Yes"
Qualified Medical Insurance Consultant Program *,N/A,N/A,"Provider: BUPA (Asia) Ltd, Hours: Yes"
Management Essentials Series *,N/A,N/A,"Provider: BUPA (Asia) Ltd, Hours: Yes"
"The necessary international and local insurance regulations, Insurtech and ESG knowledge for Insurance Practitioner 保險從業者所需的國際和本地保險法規、保險科技（Insurtech）以及環境、社會和治理（ESG）知識",N/A,N/A,"Provider: The Australian and New Zealand Institute of Insurance and Finance (Hong Kong) Limited, Hours: Yes"
QEP5: Investment-Linked Long Term Exam Preparatory Class,N/A,N/A,"Provider: AXA China Region Insurance Company Limited, Hours: Yes"
Sales Cycle Training Series 銷售循環培訓系列課程 *,N/A,N/A,"Provider: AXA China Region Insurance Company Limited, Hours: Yes"
Compliance Refresher Training 2024 監管要求更新培訓 2024,N/A,N/A,"Provider: AXA China Region Insurance Company Limited, Hours: Yes"
AXA PRIME BLUE - WEALTH MANAGEMENT MANAGER TRAINING 財富管理經理課程,N/A,N/A,"Provider: AXA China Region Insurance Company Limited, Hours: Yes"
Insurance Protection Planning 保險保障規劃,N/A,N/A,"Provider: AXA China Region Insurance Company Limited, Hours: No"
Efficient Sales Communication Skills - Critical Illness 高效銷售溝通技巧 - 危疾篇,N/A,N/A,"Provider: AXA China Region Insurance Company Limited, Hours: No"
DISC-保險見客溝通技巧,N/A,N/A,"Provider: AXA China Region Insurance Company Limited, Hours: No"
Social Media Marketing Strategy for Insurance - Basic (CPD) 社交媒體保險營銷攻略 - 初階（持續進修）,N/A,N/A,"Provider: AXA China Region Insurance Company Limited, Hours: No"
AXA高端/優秀人才專屬遙距課程,N/A,N/A,"Provider: AXA China Region Insurance Company Limited, Hours: Yes"
Emotional Insurance Communication Skills and Sales Workshop 感性保險溝通技巧與銷售工作坊,N/A,N/A,"Provider: AXA China Region Insurance Company Limited, Hours: No"
新人簽單工作坊 – 保障及理財概念 New Agent Success Workshop - Insurance and Financial Planning,N/A,N/A,"Provider: AXA China Region Insurance Company Limited, Hours: No"
New Agent Success Workshop - Medical 新人簽單工作坊 – 醫療市場資訊,N/A,N/A,"Provider: AXA China Region Insurance Company Limited, Hours: No"
Social Media Marketing Strategy for Insurance – Advanced (CPD) 社交媒體保險營銷攻略 – 進階（持續進修),N/A,N/A,"Provider: AXA China Region Insurance Company Limited, Hours: Yes"
DISC – 保險見客溝通技巧講座（進階篇）,N/A,N/A,"Provider: AXA China Region Insurance Company Limited, Hours: Yes"
Rational Insurance Communication Skills Seminar 理性保險溝通技巧講座,N/A,N/A,"Provider: AXA China Region Insurance Company Limited, Hours: Yes"
MCV課程（單元一）：香港醫療險內地市場拓展與銷售技巧（ 普通話 ）,N/A,N/A,"Provider: AXA China Region Insurance Company Limited, Hours: Yes"
MCV課程（單元二）：香港儲蓄險內地市場拓展與銷售技巧,N/A,N/A,"Provider: AXA China Region Insurance Company Limited, Hours: Yes"
MDRT Series: Product Combo Selling - Retirement MDRT攻略: 產品組合銷售 - 退休篇 ,N/A,N/A,"Provider: AXA China Region Insurance Company Limited, Hours: Yes"
MDRT Series: Product Combo Selling - Educational Fund MDRT系列: 產品組合銷售 - 教育篇 ,N/A,N/A,"Provider: AXA China Region Insurance Company Limited, Hours: Yes"
Professional Financial Planning Knowledge 專業理財策劃知識 *,N/A,N/A,"Provider: DL Wealth Management Institute Limited, Hours: Yes"
Ethics and Regulations training 道德及規例培訓 *,N/A,N/A,"Provider: DL Wealth Management Institute Limited, Hours: Yes"
Selling Skills Enhancement 銷售技巧提升 *,N/A,N/A,"Provider: DL Wealth Management Institute Limited, Hours: Yes"
"Comprehensive Training for Licensed Staff on Compliance, Risk, Conduct, Technologies, Virtual Assets, and Anti-Fraud & Cybersecurity Controls: Mastering Latest Developments *",N/A,N/A,"Provider: Trio Consultant Hub Limited, Hours: No"
IA Codes and Guideline for Licensed Insurance Agents (E-learning) 持牌保險代理人操守守則及保監局指引 (網上培訓) *,N/A,N/A,"Provider: Prudential Hong Kong Limited, Hours: nan"
Agency Management Online Training Series - Futuready Leaders Development 經理網上培訓系列 - 未來團隊領袖課程 *,N/A,N/A,"Provider: Prudential Hong Kong Limited, Hours: nan"
Best Practice For Licensed Intermediaries 持牌保險代理人專業守則 *,N/A,N/A,"Provider: Prudential Hong Kong Limited, Hours: Yes"
Plan Your Money - Investing 101 理財有道 - 投資入門 101 *,N/A,N/A,"Provider: Prudential Hong Kong Limited, Hours: nan"
Induction Programme 新理財顧問啟動課程 *,N/A,N/A,"Provider: Prudential Hong Kong Limited, Hours: Yes"
Comprehensive Financial & Insurance Planning 全面的財務及保險策劃 *,N/A,N/A,"Provider: Prudential Hong Kong Limited, Hours: Yes"
Ethics & Regulations in Insurance Industry 保險業的道德與規例,N/A,N/A,"Provider: Prudential Hong Kong Limited, Hours: Yes"
360財務策劃全面睇 *,N/A,N/A,"Provider: Prudential Hong Kong Limited, Hours: Yes"
Intermediaries Qualifying Examination Preparatory Class 中介人資格考試預備班 *,N/A,N/A,"Provider: Prudential Hong Kong Limited, Hours: Yes"
Health Protection Training Series 醫療保險培訓系列 *,N/A,N/A,"Provider: Prudential Hong Kong Limited, Hours: Yes"
Advanced Sales Training Series 進階銷售發展系列 *,N/A,N/A,"Provider: Prudential Hong Kong Limited, Hours: nan"
ELITE CIRCLES Continuing Professional Development Program - Ethics and Regulations (MPF) *,N/A,N/A,"Provider: Elite Circles International Limited, Hours: Yes"
Financial Planning and Risk Management Training 理財規劃及風險管理培訓 *,N/A,N/A,"Provider: Dynasty Financial Group Limited, Hours: Yes"
Green and Sustainable Finance Program 綠色和可持續金融課程,N/A,N/A,"Provider: The Hong Kong Institute of Financial Analysts and Professional Commentators Limited, Hours: No"
Compliance and Regulatory Series 合規監管系列 *,N/A,N/A,"Provider: Waterdrop Financial Services (HK) Limited, Hours: Yes"
Cybersecurity Awareness Training 網絡安全培訓,N/A,N/A,"Provider: eWalker Consulting (HK) Limited, Hours: Yes"
eMPF Platform 積金易成員及僱主平台 *,N/A,N/A,"Provider: Chubb Life Insurance Hong Kong Limited, Hours: Yes"
Legacy Planning 遺產規劃 *,N/A,N/A,"Provider: LMC MANAGEMENT CONSULTANCY LIMITED, Hours: No"
Unlocking Potentials for Insurance Professionals: Transformational Beliefs and Behaviors *,N/A,N/A,"Provider: Aon Hong Kong Ltd, Hours: No"
Financial Planning For High-Net-Worth Customers 高端客戶的理財規劃設計,N/A,N/A,"Provider: School of Professional and Continuing Education, The University of Hong Kong, Hours: Yes"
Family Office Establishment and Asset Allocation 家族辦公室成立及資產配置,N/A,N/A,"Provider: School of Professional and Continuing Education, The University of Hong Kong, Hours: No"
Employee Compensation Ordinance *,N/A,N/A,"Provider: Standard Academy of Insurance & Management Ltd, Hours: Yes"
Abstracts of Insurance Related Ordinances and Guidance Note - Brief Summary *,N/A,N/A,"Provider: Standard Academy of Insurance & Management Ltd, Hours: Yes"
28 Insurance Traps an insurance intermediary has to know *,N/A,N/A,"Provider: Standard Academy of Insurance & Management Ltd, Hours: Yes"
Management Skills Enhancement Series No. 1 - Sales Management - Motivation and Communication *,N/A,N/A,"Provider: Standard Academy of Insurance & Management Ltd, Hours: Yes"
Sale Made Simple - Popular Insurance Series No. 1 *,N/A,N/A,"Provider: Standard Academy of Insurance & Management Ltd, Hours: Yes"
Sale Made Easy Series *,N/A,N/A,"Provider: Standard Academy of Insurance & Management Ltd, Hours: Yes"
Management Series No. 2 *,N/A,N/A,"Provider: Standard Academy of Insurance & Management Ltd, Hours: Yes"
Career and Job Management Series *,N/A,N/A,"Provider: Standard Academy of Insurance & Management Ltd, Hours: Yes"
Review of Law and Practice of MPF and Most updated Court Interpretation of Compulsory Motor Ordinance and Policy Wording *,N/A,N/A,"Provider: Standard Academy of Insurance & Management Ltd, Hours: Yes"
32 Actual Insurance Claims Complaint an Insurance Intermediary cannot Miss or Ignore *,N/A,N/A,"Provider: Standard Academy of Insurance & Management Ltd, Hours: Yes"
"Business Interruption Insurance, Fidelity Guarantee and Surety Bond *",N/A,N/A,"Provider: Standard Academy of Insurance & Management Ltd, Hours: Yes"
80 Insurance Clauses and Warranties an Insurance Intermediary has to understand *,N/A,N/A,"Provider: Standard Academy of Insurance & Management Ltd, Hours: Yes"
"Staff, career and grief counselling for employees' assistance, motivation and enhancement of customers' services *",N/A,N/A,"Provider: Standard Academy of Insurance & Management Ltd, Hours: Yes"
Risk Management *,N/A,N/A,"Provider: Standard Academy of Insurance & Management Ltd, Hours: Yes"
Top Twenty Management Models (Conceptual Tools) - Most Effective and Useful Shortcut Guide for Successful Managers *,N/A,N/A,"Provider: Standard Academy of Insurance & Management Ltd, Hours: Yes"
Effective Time Management for Insurance Intermediaries *,N/A,N/A,"Provider: Standard Academy of Insurance & Management Ltd, Hours: Yes"
Enhance Emotional Quotient (EQ) and Adversity Quotient (AQ) to Optimize our Insurance Career *,N/A,N/A,"Provider: Standard Academy of Insurance & Management Ltd, Hours: Yes"
Enhancing Self-confidence and Self-esteem to improve sales performance *,N/A,N/A,"Provider: Standard Academy of Insurance & Management Ltd, Hours: Yes"
Professional Level CPD Course- Most Updated Court Interpretation of Insurance Policy Contract Terms and Conditions (Part I) *,N/A,N/A,"Provider: Standard Academy of Insurance & Management Ltd, Hours: Yes"
Career Self-Management *,N/A,N/A,"Provider: Standard Academy of Insurance & Management Ltd, Hours: Yes"
Effective Leadership *,N/A,N/A,"Provider: Standard Academy of Insurance & Management Ltd, Hours: Yes"
Marine Insurance - Professional Level Series *,N/A,N/A,"Provider: Standard Academy of Insurance & Management Ltd, Hours: Yes"
Professional Level CPD Course - Most Updated Statutes and Court Interpretation of Insurance Policy Contract Terms and Conditions (Part 3) - Liability Insurance *,N/A,N/A,"Provider: Standard Academy of Insurance & Management Ltd, Hours: Yes"
"Professional Level CPD Course – Court of Final Appeal & Others – Leading Insurance Court Cases (Part 4 and Part 5) - Duty of Insurance Brokers and Agents, Motor, Property, Cargo and Liability Insurance *",N/A,N/A,"Provider: Standard Academy of Insurance & Management Ltd, Hours: Yes"
Professional Level CPD Course – Court of Final Appeal & Others – Leading Insurance Court Cases (Part 6 and Part 7) - Employees Compensation Insurance and Complicated Issues of Sports and Tours Liability *,N/A,N/A,"Provider: Standard Academy of Insurance & Management Ltd, Hours: Yes"
"Professional Ethics and Regulations Series I - New Codes, General Principles and Ordinance for Insurance Intermediaries *",N/A,N/A,"Provider: Standard Academy of Insurance & Management Ltd, Hours: Yes"
Professional Ethics and Regulations Series II - Updated Court Cases and Concepts of Misconduct of insurance intermediaries *,N/A,N/A,"Provider: Standard Academy of Insurance & Management Ltd, Hours: Yes"
Professional Ethics and Regulations Series– III Updated Court Cases and concepts of: Anti-Money Laundering and Terrorist Financing and Fraud Pyramid Schemes *,N/A,N/A,"Provider: Standard Academy of Insurance & Management Ltd, Hours: Yes"
"Professional Level CPD Course – Court of Final Appeal & Others – (Part 8, Part 9 and Part 10) – Contemporary Interpretation of Employees Compensation Ordinance *",N/A,N/A,"Provider: Standard Academy of Insurance & Management Ltd, Hours: Yes"
"Conduct Issues and Latest Development of the MPF system, Common Offence & Misconduct Issues; And eMPF *",N/A,N/A,"Provider: Standard Academy of Insurance & Management Ltd, Hours: Yes"
Building Core Knowledge Seminar for Insurance Intermediaries *,N/A,N/A,"Provider: The Chartered Insurance Institute Hong Kong Limited, Hours: Yes"
Digital and Innovation Seminar for Insurance Intermediaries *,N/A,N/A,"Provider: The Chartered Insurance Institute Hong Kong Limited, Hours: Yes"
Legal and Risks CPD Seminar *,N/A,N/A,"Provider: The Chartered Insurance Institute Hong Kong Limited, Hours: Yes"
Fundamental of Insurance and Financial Services for Insurance Intermediaries *,N/A,N/A,"Provider: The Chartered Insurance Institute Hong Kong Limited, Hours: nan"
Ethics & Regulation Seminar for Insurance Intermediaries *,N/A,N/A,"Provider: The Chartered Insurance Institute Hong Kong Limited, Hours: Yes"
Financial Planning 財務規劃 *,N/A,N/A,"Provider: The Chartered Insurance Institute Hong Kong Limited, Hours: Yes"
Comprehensive Course of Insurance Principles and Practice,N/A,N/A,"Provider: The Chartered Insurance Institute Hong Kong Limited, Hours: Yes"
The Law of Contract and Torts,N/A,N/A,"Provider: The Chartered Insurance Institute Hong Kong Limited, Hours: Yes"
Insurance Law: Legal Principles and Insurance Contracts,N/A,N/A,"Provider: The Chartered Insurance Institute Hong Kong Limited, Hours: Yes"
Mediation and Arbitration Practice for Insurance and Financial Planning Profession,N/A,N/A,"Provider: The Chartered Insurance Institute Hong Kong Limited, Hours: Yes"
Energy Insurance Training,N/A,N/A,"Provider: The Chartered Insurance Institute Hong Kong Limited, Hours: Yes"
Polycrisis: Redefining Risk Management for a Changing World,N/A,N/A,"Provider: The Chartered Insurance Institute Hong Kong Limited, Hours: Yes"
Climate Change/Breakdown: Addressing Challenges and Innovating Insurance Solutions,N/A,N/A,"Provider: The Chartered Insurance Institute Hong Kong Limited, Hours: Yes"
AI in Insurance: Leveraging Artificial Intelligence for Enhanced Risk Management and Customer Engagement,N/A,N/A,"Provider: The Chartered Insurance Institute Hong Kong Limited, Hours: Yes"
"Marine Risks in Perspective – Dynamics, Pitfalls and Challenges",N/A,N/A,"Provider: The Chartered Insurance Institute Hong Kong Limited, Hours: Yes"
Mediation in Maritime Disputes,N/A,N/A,"Provider: The Chartered Insurance Institute Hong Kong Limited, Hours: Yes"
"London Insurance Market: History, Operations, and Work Experience and its Implication to Insurance Practice in Hong Kong",N/A,N/A,"Provider: The Chartered Insurance Institute Hong Kong Limited, Hours: Yes"
Challenges and Expansion of the London Insurance Market and Its Implications to Insurance Practice in Hong Kong,N/A,N/A,"Provider: The Chartered Insurance Institute Hong Kong Limited, Hours: Yes"
"Underwriting at London Insurance Market - History, Modern Practices, and the Underwriting Experience",N/A,N/A,"Provider: The Chartered Insurance Institute Hong Kong Limited, Hours: Yes"
Underwriting at the London Insurance Market - A Guide to Risk Placement in the London Market Insurance,N/A,N/A,"Provider: The Chartered Insurance Institute Hong Kong Limited, Hours: Yes"
Cyber Insurance Training,N/A,N/A,"Provider: The Chartered Insurance Institute Hong Kong Limited, Hours: Yes"
Robust Fraud Risk Control Framework Course - Part 1,N/A,N/A,"Provider: The Chartered Insurance Institute Hong Kong Limited, Hours: Yes"
Robust Fraud Risk Control Framework Course - Part 2,N/A,N/A,"Provider: The Chartered Insurance Institute Hong Kong Limited, Hours: Yes"
Risk Assessment and Underwriting in Aviation Insurance: Strategies for Effective Coverage and Reinsurance,N/A,N/A,"Provider: The Chartered Insurance Institute Hong Kong Limited, Hours: Yes"
"Market Practices: Understanding Endorsements, Deductibles, Contractual Arrangements, and Insurance Markets",N/A,N/A,"Provider: The Chartered Insurance Institute Hong Kong Limited, Hours: Yes"
Space Insurance,N/A,N/A,"Provider: The Chartered Insurance Institute Hong Kong Limited, Hours: Yes"
Financial Planning Series II 財務策劃系列課程 II *,N/A,N/A,"Provider: Hong Kong Life Insurance Limited, Hours: Yes"
Ethics and Regulations – You need to know II 道德及規例 – 您要知 II *,N/A,N/A,"Provider: Hong Kong Life Insurance Limited, Hours: nan"
Financial Planning Series III 財務策劃系列課程 III *,N/A,N/A,"Provider: Hong Kong Life Insurance Limited, Hours: nan"
The Opportunities and Challenges for HK Insurance Business in Greater Bay Area II 粵港澳大灣區與香港保險業務的機遇和挑戰 II *,N/A,N/A,"Provider: Hong Kong Life Insurance Limited, Hours: nan"
Foundation Certificate in Statutory Insurance and Claims (Motor) (Part-time) 強制性保險條例及索償(汽車)基礎證書(兼讀制),N/A,N/A,"Provider: The Hong Kong Federation of Trade Unions Occupational Retraining Centre, Hours: Yes"
Foundation Certificate in Insurance Claims (Medical & Personal Accidents) (Part-time) 保險索償(醫療及個人意外) 基礎證書(兼讀制),N/A,N/A,"Provider: The Hong Kong Federation of Trade Unions Occupational Retraining Centre, Hours: Yes"
Foundation Certificate in Financial Planning (Mutual Funds and Equity) (Part-time) 財務策劃(基金和證券投資) 基礎證書(兼讀制),N/A,N/A,"Provider: The Hong Kong Federation of Trade Unions Occupational Retraining Centre, Hours: Yes"
The Status Quo and Future Challenge of Hong Kong Bancassurance 香港銀行保險業現況及面對的挑戰,N/A,N/A,"Provider: The Hong Kong Federation of Trade Unions Occupational Retraining Centre, Hours: Yes"
Foundation Certificate in Financial Planning (Retirement Planning II) (Part-time) 財務策劃 (退休策劃 II) 基礎證書 (兼讀制) *,N/A,N/A,"Provider: The Hong Kong Federation of Trade Unions Occupational Retraining Centre, Hours: Yes"
Foundation Certificate in Statutory Insurance and Claims (Employees' Compensation) (Part-time) 強制性保險條例及索償 (僱員補償) 基礎證書 (兼讀制),N/A,N/A,"Provider: The Hong Kong Federation of Trade Unions Occupational Retraining Centre, Hours: Yes"
Bay Area: Opportunity for Hong Kong Insurance Industry 大灣區：香港保險業的機遇 *,N/A,N/A,"Provider: The Hong Kong Federation of Trade Unions Occupational Retraining Centre, Hours: No"
Combating money laundering and anti-terrorist financing activities 打擊清洗黑錢及反恐佈分子融資活動,N/A,N/A,"Provider: The Hong Kong Federation of Trade Unions Occupational Retraining Centre, Hours: Yes"
Code of Conduct for Hong Kong Licensed Insurance Intermediaries 香港保險中介人操守守則,N/A,N/A,"Provider: The Hong Kong Federation of Trade Unions Occupational Retraining Centre, Hours: Yes"
Legal aspects of financial planning in Hong Kong: Know your client – best practice procedures in the financial service industry,N/A,N/A,"Provider: Utmost International Isle of Man Limited, Hours: No"
Essentials of Running a Financial Planning Practice *,N/A,N/A,"Provider: Utmost International Isle of Man Limited, Hours: No"
UK Inheritance Tax Planning through Use of Trusts,N/A,N/A,"Provider: Utmost International Isle of Man Limited, Hours: No"
Insurance Intermediaries Training Series - Financial Planning and Trust *,N/A,N/A,"Provider: Utmost International Isle of Man Limited, Hours: No"
Ethics and regulations *,N/A,N/A,"Provider: Utmost International Isle of Man Limited, Hours: No"
"2024 CPD Activities - eMPF Employers and Employees Platform, Assistant Portal and Ethnics of Intermediaries 2024年度持續專業進修核心活動 - 積金易成員及僱主平台、助理介面及強積金中介人操守 *",N/A,N/A,"Provider: The Life Underwriters Association of Hong Kong Limited, Hours: Yes"
"Continuing Professional Development Activities (CPD) 2025 - ""Looking at the current situation from an insurance perspective, asset taxation and personality analysis in various places"" 2025年度CPD持續專業培訓活動之｢保險角度看時局、各地的資產稅務及性格分析｣ *",N/A,N/A,"Provider: The Life Underwriters Association of Hong Kong Limited, Hours: Yes"
"Continuing Professional Training Activities (CPD) 2025 - ""Common irregularities and inappropriate behaviors among MPF intermediaries"" 2025年度CPD持續專業培訓活動之｢強積金中介人常見違規及不當行為｣ *",N/A,N/A,"Provider: The Life Underwriters Association of Hong Kong Limited, Hours: Yes"
"2025 ""Medical x Insurance"" Continuing Professional Development (CPD) Activity ""New opportunities for medical insurance and latest development of medical services"" 2025年度「醫療 x 保險」CPD持續專業培訓活動之「醫療保險新機遇及醫療服務新發展」 *",N/A,N/A,"Provider: The Life Underwriters Association of Hong Kong Limited, Hours: Yes"
ECF - Retail Wealth Management (RWM) - Essentials of Banking *,N/A,N/A,"Provider: The Hong Kong Institute of Bankers, Hours: Yes"
ECF – Retail Wealth Management (RWM) - Investment and Asset Management: Alternatives and Wealth Solutions *,N/A,N/A,"Provider: The Hong Kong Institute of Bankers, Hours: Yes"
ECF - Retail Wealth Management (RWM) - Investment and Asset Management: Product Solutions *,N/A,N/A,"Provider: The Hong Kong Institute of Bankers, Hours: Yes"
ECF – Retail Wealth Management (RWM) - Financial Planning and Wealth Management *,N/A,N/A,"Provider: The Hong Kong Institute of Bankers, Hours: Yes"
Wealth Management for High-Net Worth (HNW) Clients 高端客戶之財富管理 *,N/A,N/A,"Provider: Hong Kong Financial Services Professionals Association Limited, Hours: Yes"
Practices of Financial Planning 財務策劃實踐 *,N/A,N/A,"Provider: Hong Kong Financial Services Professionals Association Limited, Hours: Yes"
Comprehensive insurance and medical insurance planning 全方位保險及醫保策劃 *,N/A,N/A,"Provider: Hong Kong Financial Services Professionals Association Limited, Hours: Yes"
Enhancing Wealth Management Skills with Market Analysis 分析市場以加強財務策劃能力 *,N/A,N/A,"Provider: Hong Kong Financial Services Professionals Association Limited, Hours: Yes"
Long-Term Wealth Management for Client 為客戶長遠規劃財富 *,N/A,N/A,"Provider: Hong Kong Financial Services Professionals Association Limited, Hours: Yes"
Enhancing Soft Skills I 提升軟性技巧 I *,N/A,N/A,"Provider: Hong Kong Financial Services Professionals Association Limited, Hours: Yes"
Enhancing Soft Skills II 提升軟性技巧 II *,N/A,N/A,"Provider: Hong Kong Financial Services Professionals Association Limited, Hours: Yes"
Regulations and compliance for insurance industry 保險業相關法規及條例 *,N/A,N/A,"Provider: Hong Kong Financial Services Professionals Association Limited, Hours: Yes"
Regulations and compliance for insurance industry 保險業相關法規及條例 *,N/A,N/A,"Provider: Hong Kong Financial Services Professionals Association Limited, Hours: nan"
Overview of the long-term development of the financial market 金融市場長遠發展概述 *,N/A,N/A,"Provider: Hong Kong Financial Services Professionals Association Limited, Hours: Yes"
Physical and mental health and protection 身心健康與保障 *,N/A,N/A,"Provider: Hong Kong Financial Services Professionals Association Limited, Hours: Yes"
ESG and the financial market ESG與金融市場 *,N/A,N/A,"Provider: Hong Kong Financial Services Professionals Association Limited, Hours: Yes"
Improving the Overall Understanding of Wealth Management 提升財富管理的全面認知 *,N/A,N/A,"Provider: Hong Kong Financial Services Professionals Association Limited, Hours: nan"
Principles of Professional Selling *,N/A,N/A,"Provider: AXA China Region Insurance Company Limited, Hours: Yes"
Practices & Updates in Financial Planning I *,N/A,N/A,"Provider: Institute of Financial Planners of Hong Kong, Hours: Yes"
Practices & Updates in Financial Planning II *,N/A,N/A,"Provider: Institute of Financial Planners of Hong Kong, Hours: Yes"
Practices & Updates in Financial Planning III - Investment and Risk Management Series *,N/A,N/A,"Provider: Institute of Financial Planners of Hong Kong, Hours: Yes"
Practices & Updates in Financial Planning IV *,N/A,N/A,"Provider: Institute of Financial Planners of Hong Kong, Hours: Yes"
Practices and Updates in Financial Planning V *,N/A,N/A,"Provider: Institute of Financial Planners of Hong Kong, Hours: Yes"
Practices & Updates in Financial Planning VI *,N/A,N/A,"Provider: Institute of Financial Planners of Hong Kong, Hours: Yes"
Practices & Updates in Financial Planning VII *,N/A,N/A,"Provider: Institute of Financial Planners of Hong Kong, Hours: Yes"
Practices and Updates in Financial Planning IX *,N/A,N/A,"Provider: Institute of Financial Planners of Hong Kong, Hours: Yes"
Practices & Updates in Financial Planning X *,N/A,N/A,"Provider: Institute of Financial Planners of Hong Kong, Hours: Yes"
Practices & Updates in Financial Planning XI - eLearning Series *,N/A,N/A,"Provider: Institute of Financial Planners of Hong Kong, Hours: nan"
Practices & Updates in Financial Planning XII *,N/A,N/A,"Provider: Institute of Financial Planners of Hong Kong, Hours: nan"
Group Medical and Group Life Insurance,https://www.piba.org.hk/download/Memo_062_2025_Benny_20250909.pdf,https://docs.google.com/forms/d/e/1FAIpQLSecN56UmXrsgZTEV6sRY9zwk-g81wdjSOCpy-E0sJc0H7KNBA/viewform?usp=header,"Memo: MEMO/062/2025, Start Date: 2025-10-09, End Date: 2025-10-09, Facilitator: Mr. Benny Lee, Content: l Why we need life insurance? l Type of life insurance l Difference of a group life policy from individual life policy l Who needs life insurance most? l Introduction of group medical l New and renew business procedures and data require l Key Tasks – new and renew policy 3 IA CPD Hours and 3 MPFA CPD non-core Credits"
"ESG Workshop with Cases Study - Sustainability Governance, Risk Management & Physical Climate Risk Resilience",https://www.piba.org.hk/download/Memo_064_2025_20250922.pdf,https://docs.google.com/forms/d/e/1FAIpQLSdUw1vxV79BCBnp3VG1e3n1ITR8LgJORbfsbf6_gMUOHXWnEQ/viewform?usp=header,"Memo: MEMO/064/2025, Start Date: 2025-10-21, End Date: 2025-10-21, Facilitator: Mr. Steven Tse, Content: Sustainability Risk & Opportunities Sustainability Governance Risk Management Process Integration Risk and Opportunity Identification & Assessment Approaches to Physical Climate Risk Resilience Enhancing ESG Data Quality through internal controls Climate Scenario Analysis 3 IA CPD Hours & 3 MPFA CPD non-core Credits"
Property All Risks (PAR) Underwriting and Claims,https://www.piba.org.hk/download/MEMO_063_2025_20250910.pdf,https://docs.google.com/forms/d/e/1FAIpQLSdj0A0s6qaSLj2PvpFB2sTUzrAPnJ7pu__0A3qIEizSEvEPyg/viewform?usp=header,"Memo: Memo/063/2025, Start Date: 2025-10-10, End Date: 2025-10-10, Venue: VTC Tower, 27 Wood Road, Wanchai, Hong Kong (Please check the exact venue on 9/F of VTC Tower on the course day.), Facilitator: Ms. Tinna Kwok, Content: 1. Interesting Cases Sharing 2. Property All Risks Insurance Principles 3. Property All Risks Insurance Coverage, Exclusions, Common Extensions 4. Relevant Underwriting Principles & Claims Handling 5. How to assist the clients’ to choose the suitable coverage and insurers 3 IA CPD Hours and 3 MPFA CPD non-core Credits"
